,url,scheme,netloc,path,query,fragment,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,last_dir,query_topic,query_publish_type,query_chart-range,query_filter-broken-pages,query_keyword,query_field,query_country,query_published,query_target,query_filter-traffic,query_redirect_uri,query_department,query_safe-search,query_report-authors,query_report-websites,query_report-languages,query_results-per-page,query_page,query_filter-domain_rating,query_list,query_filter-refdomains,query_first_seen,query_response_type,query_client_id,query_scope,query_exclude-homepages,query_one-article-per-domain,query_mtm_campaign
25,https://ahrefs.com/blog/category/link-building/,https,ahrefs.com,/blog/category/link-building/,,,blog,category,link-building,,,,link-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,https://ahrefs.com/dashboard,https,ahrefs.com,/dashboard,,,dashboard,,,,,,dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,https://ahrefs.com/blog/seo-basics/,https,ahrefs.com,/blog/seo-basics/,,,blog,seo-basics,,,,,seo-basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,https://ahrefs.com/writing-tools,https,ahrefs.com,/writing-tools,,,writing-tools,,,,,,writing-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,https://ahrefs.com/blog/quora-marketing/,https,ahrefs.com,/blog/quora-marketing/,,,blog,quora-marketing,,,,,quora-marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,https://ahrefs.com/blog/competitor-analysis/,https,ahrefs.com,/blog/competitor-analysis/,,,blog,competitor-analysis,,,,,competitor-analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,https://ahrefs.com/blog/how-to-promote-your-business/,https,ahrefs.com,/blog/how-to-promote-your-business/,,,blog,how-to-promote-your-business,,,,,how-to-promote-your-business,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,https://ahrefs.com/seo-toolbar,https,ahrefs.com,/seo-toolbar,,,seo-toolbar,,,,,,seo-toolbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,https://app.ahrefs.com/academy/how-to-use-ahrefs/alerts/new-keywords,https,app.ahrefs.com,/academy/how-to-use-ahrefs/alerts/new-keywords,,,academy,how-to-use-ahrefs,alerts,new-keywords,,,new-keywords,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,https://app.ahrefs.com/academy/how-to-use-ahrefs/alerts/backlinks,https,app.ahrefs.com,/academy/how-to-use-ahrefs/alerts/backlinks,,,academy,how-to-use-ahrefs,alerts,backlinks,,,backlinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,https://app.ahrefs.com/academy/how-to-use-ahrefs/content-explorer/use-cases,https,app.ahrefs.com,/academy/how-to-use-ahrefs/content-explorer/use-cases,,,academy,how-to-use-ahrefs,content-explorer,use-cases,,,use-cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,https://app.ahrefs.com/academy/how-to-use-ahrefs/alerts/mentions,https,app.ahrefs.com,/academy/how-to-use-ahrefs/alerts/mentions,,,academy,how-to-use-ahrefs,alerts,mentions,,,mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,https://ahrefs.com/blog/affiliate-marketing-blogging/,https,ahrefs.com,/blog/affiliate-marketing-blogging/,,,blog,affiliate-marketing-blogging,,,,,affiliate-marketing-blogging,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,https://ahrefs.com/blog/category/affiliate-marketing/page/2/,https,ahrefs.com,/blog/category/affiliate-marketing/page/2/,,,blog,category,affiliate-marketing,page,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,https://help.ahrefs.com/en/?mtm_campaign=floating-help-btn,https,help.ahrefs.com,/en/,mtm_campaign=floating-help-btn,,en,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,floating-help-btn
40,https://ahrefs.com/blog/local-link-building/,https,ahrefs.com,/blog/local-link-building/,,,blog,local-link-building,,,,,local-link-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,https://ahrefs.com/blog/category/data-studies/page/3/,https,ahrefs.com,/blog/category/data-studies/page/3/,,,blog,category,data-studies,page,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,https://ahrefs.com/blog/category/local-seo/page/2/,https,ahrefs.com,/blog/category/local-seo/page/2/,,,blog,category,local-seo,page,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,https://ahrefs.com/blog/create-affiliate-marketing-website/,https,ahrefs.com,/blog/create-affiliate-marketing-website/,,,blog,create-affiliate-marketing-website,,,,,create-affiliate-marketing-website,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,https://ahrefs.com/blog/category/data-studies/page/2/,https,ahrefs.com,/blog/category/data-studies/page/2/,,,blog,category,data-studies,page,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,https://help.ahrefs.com/en/,https,help.ahrefs.com,/en/,,,en,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,https://ahrefs.com/blog/affiliate-marketing-examples/,https,ahrefs.com,/blog/affiliate-marketing-examples/,,,blog,affiliate-marketing-examples,,,,,affiliate-marketing-examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,https://app.ahrefs.com/web/oauth/authorize?client_id=Circle+SSO+Connector&redirect_uri=https://community.ahrefs.com/oauth2/callback&response_type=code&scope=auth,https,app.ahrefs.com,/web/oauth/authorize,client_id=Circle+SSO+Connector&redirect_uri=https://community.ahrefs.com/oauth2/callback&response_type=code&scope=auth,,web,oauth,authorize,,,,authorize,,,,,,,,,,,https://community.ahrefs.com/oauth2/callback,,,,,,,,,,,,code,Circle SSO Connector,auth,,,
48,https://ahrefs.com/blog/local-seo-solutions/,https,ahrefs.com,/blog/local-seo-solutions/,,,blog,local-seo-solutions,,,,,local-seo-solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,https://ahrefs.com/blog/seo-for-events/,https,ahrefs.com,/blog/seo-for-events/,,,blog,seo-for-events,,,,,seo-for-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,https://ahrefs.com/blog/category/paid-marketing/page/2/,https,ahrefs.com,/blog/category/paid-marketing/page/2/,,,blog,category,paid-marketing,page,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,https://ahrefs.com/blog/seo-vs-ppc/,https,ahrefs.com,/blog/seo-vs-ppc/,,,blog,seo-vs-ppc,,,,,seo-vs-ppc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,https://ahrefs.com/blog/seo-copywriting/,https,ahrefs.com,/blog/seo-copywriting/,,,blog,seo-copywriting,,,,,seo-copywriting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,https://ahrefs.com/blog/author/fraser-mcculloch/,https,ahrefs.com,/blog/author/fraser-mcculloch/,,,blog,author,fraser-mcculloch,,,,fraser-mcculloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,https://ahrefs.com/blog/how-to-promote-your-blog/,https,ahrefs.com,/blog/how-to-promote-your-blog/,,,blog,how-to-promote-your-blog,,,,,how-to-promote-your-blog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,https://ahrefs.com/blog/gsc-gkp-search-volume-study/,https,ahrefs.com,/blog/gsc-gkp-search-volume-study/,,,blog,gsc-gkp-search-volume-study,,,,,gsc-gkp-search-volume-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,https://ahrefs.com/blog/wise-seo-case-study/,https,ahrefs.com,/blog/wise-seo-case-study/,,,blog,wise-seo-case-study,,,,,wise-seo-case-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,https://ahrefs.com/blog/flesch-reading-ease/,https,ahrefs.com,/blog/flesch-reading-ease/,,,blog,flesch-reading-ease,,,,,flesch-reading-ease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,https://ahrefs.com/blog/meta-description-study/,https,ahrefs.com,/blog/meta-description-study/,,,blog,meta-description-study,,,,,meta-description-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,https://ahrefs.com/blog/nofollow-ugc-sponsored/,https,ahrefs.com,/blog/nofollow-ugc-sponsored/,,,blog,nofollow-ugc-sponsored,,,,,nofollow-ugc-sponsored,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,https://ahrefs.com/blog/is-google-biased/,https,ahrefs.com,/blog/is-google-biased/,,,blog,is-google-biased,,,,,is-google-biased,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,https://ahrefs.com/blog/top-bing-searches/,https,ahrefs.com,/blog/top-bing-searches/,,,blog,top-bing-searches,,,,,top-bing-searches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,https://ahrefs.com/blog/top-youtube-searches/,https,ahrefs.com,/blog/top-youtube-searches/,,,blog,top-youtube-searches,,,,,top-youtube-searches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,https://ahrefs.com/blog/link-rot-study/,https,ahrefs.com,/blog/link-rot-study/,,,blog,link-rot-study,,,,,link-rot-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,https://ahrefs.com/blog/seo-benefits-of-going-public/,https,ahrefs.com,/blog/seo-benefits-of-going-public/,,,blog,seo-benefits-of-going-public,,,,,seo-benefits-of-going-public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,https://ahrefs.com/blog/traffic-estimations-accuracy/,https,ahrefs.com,/blog/traffic-estimations-accuracy/,,,blog,traffic-estimations-accuracy,,,,,traffic-estimations-accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,https://ahrefs.com/blog/core-web-vitals-study/,https,ahrefs.com,/blog/core-web-vitals-study/,,,blog,core-web-vitals-study,,,,,core-web-vitals-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,https://ahrefs.com/blog/impact-of-links/,https,ahrefs.com,/blog/impact-of-links/,,,blog,impact-of-links,,,,,impact-of-links,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,https://ahrefs.com/blog/zh/create-affiliate-marketing-website/,https,ahrefs.com,/blog/zh/create-affiliate-marketing-website/,,,blog,zh,create-affiliate-marketing-website,,,,create-affiliate-marketing-website,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,https://ahrefs.com/blog/seo-writing/,https,ahrefs.com,/blog/seo-writing/,,,blog,seo-writing,,,,,seo-writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,https://ahrefs.com/blog/title-tags-study/,https,ahrefs.com,/blog/title-tags-study/,,,blog,title-tags-study,,,,,title-tags-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,https://ahrefs.com/blog/it/come-promuovere-il-tuo-blog/,https,ahrefs.com,/blog/it/come-promuovere-il-tuo-blog/,,,blog,it,come-promuovere-il-tuo-blog,,,,come-promuovere-il-tuo-blog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,https://ahrefs.com/blog/es/como-promocionar-tu-blog/,https,ahrefs.com,/blog/es/como-promocionar-tu-blog/,,,blog,es,como-promocionar-tu-blog,,,,como-promocionar-tu-blog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,https://ahrefs.com/blog/de/gsc-gkp-suchvolumen-studie/,https,ahrefs.com,/blog/de/gsc-gkp-suchvolumen-studie/,,,blog,de,gsc-gkp-suchvolumen-studie,,,,gsc-gkp-suchvolumen-studie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,https://ahrefs.com/blog/blog-post-length/,https,ahrefs.com,/blog/blog-post-length/,,,blog,blog-post-length,,,,,blog-post-length,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,https://ahrefs.com/blog/write-for-us/,https,ahrefs.com,/blog/write-for-us/,,,blog,write-for-us,,,,,write-for-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,https://ahrefs.com/blog/how-to-write-a-blog-post/,https,ahrefs.com,/blog/how-to-write-a-blog-post/,,,blog,how-to-write-a-blog-post,,,,,how-to-write-a-blog-post,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,https://ahrefs.com/blog/blog-post-ideas/,https,ahrefs.com,/blog/blog-post-ideas/,,,blog,blog-post-ideas,,,,,blog-post-ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,https://ahrefs.com/blog/best-rank-tracker/,https,ahrefs.com,/blog/best-rank-tracker/,,,blog,best-rank-tracker,,,,,best-rank-tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,https://ahrefs.com/blog/pt/indice-de-flesch-de-facilidade-de-leitura/,https,ahrefs.com,/blog/pt/indice-de-flesch-de-facilidade-de-leitura/,,,blog,pt,indice-de-flesch-de-facilidade-de-leitura,,,,indice-de-flesch-de-facilidade-de-leitura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,https://ahrefs.com/blog/fr/lisibilite-flesch/,https,ahrefs.com,/blog/fr/lisibilite-flesch/,,,blog,fr,lisibilite-flesch,,,,lisibilite-flesch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,https://ahrefs.com/blog/it/indice-leggibilita-flesch/,https,ahrefs.com,/blog/it/indice-leggibilita-flesch/,,,blog,it,indice-leggibilita-flesch,,,,indice-leggibilita-flesch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,https://ahrefs.com/blog/it/google-e-parziale/,https,ahrefs.com,/blog/it/google-e-parziale/,,,blog,it,google-e-parziale,,,,google-e-parziale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,https://ahrefs.com/blog/zh/flesch-reading-ease/,https,ahrefs.com,/blog/zh/flesch-reading-ease/,,,blog,zh,flesch-reading-ease,,,,flesch-reading-ease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,https://ahrefs.com/blog/zh/is-google-biased/,https,ahrefs.com,/blog/zh/is-google-biased/,,,blog,zh,is-google-biased,,,,is-google-biased,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,https://ahrefs.com/blog/es/flesch-reading-ease/,https,ahrefs.com,/blog/es/flesch-reading-ease/,,,blog,es,flesch-reading-ease,,,,flesch-reading-ease,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,https://ahrefs.com/zh/broken-link-checker,https,ahrefs.com,/zh/broken-link-checker,,,zh,broken-link-checker,,,,,broken-link-checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,https://ahrefs.com/zh/serp-checker,https,ahrefs.com,/zh/serp-checker,,,zh,serp-checker,,,,,serp-checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,https://ahrefs.com/zh/keyword-rank-checker,https,ahrefs.com,/zh/keyword-rank-checker,,,zh,keyword-rank-checker,,,,,keyword-rank-checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,https://ahrefs.com/zh/website-authority-checker,https,ahrefs.com,/zh/website-authority-checker,,,zh,website-authority-checker,,,,,website-authority-checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,https://ahrefs.com/zh/backlink-checker,https,ahrefs.com,/zh/backlink-checker,,,zh,backlink-checker,,,,,backlink-checker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,https://ahrefs.com/zh/rank-tracker,https,ahrefs.com,/zh/rank-tracker,,,zh,rank-tracker,,,,,rank-tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,https://ahrefs.com/zh/site-audit,https,ahrefs.com,/zh/site-audit,,,zh,site-audit,,,,,site-audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,https://ahrefs.com/blog/es/esta-google-sesgado/,https,ahrefs.com,/blog/es/esta-google-sesgado/,,,blog,es,esta-google-sesgado,,,,esta-google-sesgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,https://ahrefs.com/blog/it/studio-tag-title/,https,ahrefs.com,/blog/it/studio-tag-title/,,,blog,it,studio-tag-title,,,,studio-tag-title,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,https://ahrefs.com/blog/it/scrittura-seo/,https,ahrefs.com,/blog/it/scrittura-seo/,,,blog,it,scrittura-seo,,,,scrittura-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,https://ahrefs.com/pt/site-explorer,https,ahrefs.com,/pt/site-explorer,,,pt,site-explorer,,,,,site-explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,https://ahrefs.com/blog/zh/title-tags-study/,https,ahrefs.com,/blog/zh/title-tags-study/,,,blog,zh,title-tags-study,,,,title-tags-study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,https://ahrefs.com/pt/content-explorer,https,ahrefs.com,/pt/content-explorer,,,pt,content-explorer,,,,,content-explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,https://ahrefs.com/blog/zh/keyword-difficulty/,https,ahrefs.com,/blog/zh/keyword-difficulty/,,,blog,zh,keyword-difficulty,,,,keyword-difficulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,https://ahrefs.com/blog/zh/how-to-increase-website-authority/,https,ahrefs.com,/blog/zh/how-to-increase-website-authority/,,,blog,zh,how-to-increase-website-authority,,,,how-to-increase-website-authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,https://ahrefs.com/blog/zh/how-to-rank-higher-on-google/,https,ahrefs.com,/blog/zh/how-to-rank-higher-on-google/,,,blog,zh,how-to-rank-higher-on-google,,,,how-to-rank-higher-on-google,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,https://ahrefs.com/blog/zh/keyword-research/,https,ahrefs.com,/blog/zh/keyword-research/,,,blog,zh,keyword-research,,,,keyword-research,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,https://ahrefs.com/blog/zh/search-intent/,https,ahrefs.com,/blog/zh/search-intent/,,,blog,zh,search-intent,,,,search-intent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,https://ahrefs.com/zh/free-seo-tools,https,ahrefs.com,/zh/free-seo-tools,,,zh,free-seo-tools,,,,,free-seo-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,https://ahrefs.com/zh/legal/privacy-policy,https,ahrefs.com,/zh/legal/privacy-policy,,,zh,legal,privacy-policy,,,,privacy-policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,https://ahrefs.com/blog/zh/broken-link-building/,https,ahrefs.com,/blog/zh/broken-link-building/,,,blog,zh,broken-link-building,,,,broken-link-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,https://ahrefs.com/blog/zh/link-building/,https,ahrefs.com,/blog/zh/link-building/,,,blog,zh,link-building,,,,link-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,https://ahrefs.com/zh/legal/terms,https,ahrefs.com,/zh/legal/terms,,,zh,legal,terms,,,,terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,https://ahrefs.com/blog/it/author/fio-dossetto/,https,ahrefs.com,/blog/it/author/fio-dossetto/,,,blog,it,author,fio-dossetto,,,fio-dossetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,https://ahrefs.com/pt/webmaster-tools,https,ahrefs.com,/pt/webmaster-tools,,,pt,webmaster-tools,,,,,webmaster-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,https://ahrefs.com/blog/it/meta-description/,https,ahrefs.com,/blog/it/meta-description/,,,blog,it,meta-description,,,,meta-description,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,https://ahrefs.com/blog/it/meta-tag-seo/,https,ahrefs.com,/blog/it/meta-tag-seo/,,,blog,it,meta-tag-seo,,,,meta-tag-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,https://ahrefs.com/zh/webmaster-tools,https,ahrefs.com,/zh/webmaster-tools,,,zh,webmaster-tools,,,,,webmaster-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,https://ahrefs.com/blog/es/redaccion-seo/,https,ahrefs.com,/blog/es/redaccion-seo/,,,blog,es,redaccion-seo,,,,redaccion-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,https://ahrefs.com/blog/it/alt-text/,https,ahrefs.com,/blog/it/alt-text/,,,blog,it,alt-text,,,,alt-text,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,https://ahrefs.com/blog/zh/author/tim-soulo/,https,ahrefs.com,/blog/zh/author/tim-soulo/,,,blog,zh,author,tim-soulo,,,tim-soulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,https://ahrefs.com/blog/zh/technical-seo/,https,ahrefs.com,/blog/zh/technical-seo/,,,blog,zh,technical-seo,,,,technical-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,https://ahrefs.com/blog/zh/how-do-search-engines-work/,https,ahrefs.com,/blog/zh/how-do-search-engines-work/,,,blog,zh,how-do-search-engines-work,,,,how-do-search-engines-work,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,https://ahrefs.com/zh/media-kit,https,ahrefs.com,/zh/media-kit,,,zh,media-kit,,,,,media-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,https://ahrefs.com/zh/content-gap,https,ahrefs.com,/zh/content-gap,,,zh,content-gap,,,,,content-gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,https://ahrefs.com/blog/zh/free-keyword-research-tools/,https,ahrefs.com,/blog/zh/free-keyword-research-tools/,,,blog,zh,free-keyword-research-tools,,,,free-keyword-research-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,https://ahrefs.com/blog/zh/how-to-use-google-trends-for-keyword-research/,https,ahrefs.com,/blog/zh/how-to-use-google-trends-for-keyword-research/,,,blog,zh,how-to-use-google-trends-for-keyword-research,,,,how-to-use-google-trends-for-keyword-research,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,https://ahrefs.com/blog/pt/tags-de-titulo-estudo/,https,ahrefs.com,/blog/pt/tags-de-titulo-estudo/,,,blog,pt,tags-de-titulo-estudo,,,,tags-de-titulo-estudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,https://ahrefs.com/blog/zh/on-page-seo/,https,ahrefs.com,/blog/zh/on-page-seo/,,,blog,zh,on-page-seo,,,,on-page-seo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,https://ahrefs.com/zh/jobs,https,ahrefs.com,/zh/jobs,,,zh,jobs,,,,,jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,https://ahrefs.com/zh/team,https,ahrefs.com,/zh/team,,,zh,team,,,,,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,https://ahrefs.com/blog/it/redirect-301/,https,ahrefs.com,/blog/it/redirect-301/,,,blog,it,redirect-301,,,,redirect-301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,https://ahrefs.com/blog/it/author/sam-oh/,https,ahrefs.com,/blog/it/author/sam-oh/,,,blog,it,author,sam-oh,,,sam-oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,https://ahrefs.com/blog/it/come-creare-una-sitemap/,https,ahrefs.com,/blog/it/come-creare-una-sitemap/,,,blog,it,come-creare-una-sitemap,,,,come-creare-una-sitemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
